GEO.id2,HC01_VC03,HC01_VC36,HC01_VC43,HC01_VC52,HC01_VC62,HC01_VC70,HC01_VC76,HC01_VC85,HC01_VC101,HC01_VC106,HC01_VC119,HC01_VC130,HC01_VC140,HC01_VC146,HC01_VC160,HC01_VC171,HC01_VC186,TotalDrugReports
21001,7241,7470,7837,257,237,204,4641,12375,1378,3093,18562,18696,172,240,172,17312,3381,17.0
21003,8061,7822,8262,203,500,288,4691,13473,1508,3343,19902,20123,282,736,282,17871,3781,23.0
21005,8323,8173,8958,315,533,353,5634,14521,1504,3029,21280,21575,309,460,309,19611,5142,25.0
21007,3327,3329,3471,137,216,132,1927,5859,739,1296,8181,8282,80,95,80,7689,1446,2.0
21009,16584,16343,17680,581,1108,644,10014,28876,2483,7943,42048,42504,680,784,680,38486,9458,63.0
21011,4447,4504,4774,205,488,387,2661,7885,586,2691,11570,11732,88,113,88,10785,2361,38.0
21013,11109,11112,12227,386,894,607,6276,19641,1668,7411,28134,28409,92,238,92,26507,11190,144.0
21015,43255,45367,47125,1830,2496,936,34245,78129,8606,12447,119632,121214,5458,6365,5458,105178,12851,299.0
21017,7865,7824,8345,254,432,278,4563,13688,1585,3063,19733,19999,1031,1123,1031,17578,6157,53.0
21019,19530,20081,20620,496,1464,847,10662,35126,4336,9507,48915,49314,568,748,568,45546,8119,237.0
21021,11100,11613,12086,338,439,215,7473,19335,2087,4951,28361,28701,731,865,731,26038,6920,64.0
21023,3252,3346,3387,139,309,167,1975,5668,571,1378,8359,8472,77,82,77,7805,1216,20.0
21025,5290,5703,5708,108,471,324,3131,9508,566,4403,13713,13776,99,140,99,12775,5460,83.0
21027,7213,8021,8089,203,640,354,4472,13733,1707,4256,19865,20059,88,178,88,18389,2959,6.0
21029,27874,29581,30659,871,2293,1100,19167,50580,5928,10803,74648,75250,696,1049,696,69636,22982,140.0
21031,5124,5131,5155,216,215,165,2774,8808,802,2465,12598,12746,217,268,217,11668,4276,5.0
21033,5232,5048,5492,194,358,188,2779,9075,1002,2615,12781,12946,58,100,58,12057,2792,17.0
21035,14937,15193,16566,278,596,310,12566,22711,2710,5080,37064,37383,1558,1673,1558,33486,8916,16.0
21037,35203,35664,37915,1263,1679,740,24864,60092,6145,11569,89305,90606,1875,2298,1875,81514,8241,633.0
21039,2034,1996,2132,96,58,4,1052,3537,398,816,4987,5064,28,35,28,4691,717,0.0
21041,4269,4294,4296,174,273,148,2363,7168,777,2029,10772,10902,500,519,500,9239,3354,105.0
21043,10319,10969,11332,247,489,347,6691,18449,1647,5467,27147,27493,108,166,108,25584,4963,98.0
21045,6050,6287,6644,188,511,301,3508,11016,1211,3098,15745,16006,196,256,196,14448,7575,28.0
21047,25899,28786,27004,1559,1492,818,20104,42504,6986,8722,72809,74169,2391,3943,2391,62629,14357,47.0
21049,14498,13872,14856,347,954,528,7912,24792,2662,5833,35318,35608,399,679,399,32595,11099,128.0
21051,7317,9622,8205,179,529,363,4631,14993,843,4500,21420,21633,143,167,143,19782,4567,115.0
21053,3960,4055,4210,93,388,257,2356,7017,752,1490,10092,10210,132,147,132,9437,1468,11.0
21055,3794,3743,3751,112,305,165,1704,6498,848,1548,9172,9283,53,94,53,8055,1957,12.0
21057,2604,2662,2933,36,150,59,1579,4762,470,1270,6819,6842,31,56,31,6337,1237,8.0
21059,37677,37043,40342,1161,2112,1107,24992,65223,7461,13803,96076,97230,1856,2346,1856,87618,28885,56.0
21061,4766,5020,5052,93,136,105,2702,8462,943,2918,12058,12148,199,213,199,11184,2329,14.0
