GEO.id2,HC01_VC03,HC01_VC36,HC01_VC43,HC01_VC52,HC01_VC62,HC01_VC70,HC01_VC76,HC01_VC85,HC01_VC101,HC01_VC106,HC01_VC119,HC01_VC130,HC01_VC140,HC01_VC146,HC01_VC160,HC01_VC171,HC01_VC186,TotalDrugReports
21001,7048,7615,8023,196,285,203,4874,12634,1224,3378,18717,18852,243,304,243,17547,3413,16.0
21003,7774,7954,8352,177,417,198,4720,13724,1382,3632,20197,20355,238,527,238,17851,3477,12.0
21005,8446,8318,9011,278,609,322,5114,14725,1675,3126,21398,21761,198,316,198,20165,4576,17.0
21007,3288,3336,3440,106,257,132,1879,5804,604,1156,8174,8256,152,205,152,7586,1629,1.0
21009,16979,16709,17885,531,980,520,10016,29283,2597,8126,42402,42925,752,866,752,38844,9496,47.0
21011,4297,4632,4897,136,218,111,2896,8037,582,2589,11862,11978,90,119,90,10890,2967,74.0
21013,11088,11039,11918,218,877,560,5932,19492,1749,8627,27716,27950,122,222,122,25944,7465,329.0
21015,44709,46872,48644,1600,2315,978,34390,80765,8370,13580,123161,124617,6293,7281,6293,107944,11675,361.0
21017,7867,7875,8391,179,397,262,4436,13852,1363,2935,19789,20013,981,1016,981,17703,5919,16.0
21019,19383,19925,20458,490,1314,753,10696,34832,4226,9585,48514,48917,504,736,504,45354,7468,203.0
21021,11045,12030,12405,323,588,298,7758,19713,1897,4783,29111,29388,683,836,683,26796,7456,53.0
21023,3303,3322,3388,121,262,105,1892,5674,544,1341,8284,8425,68,76,68,7761,1062,16.0
21025,5494,5589,5698,196,522,384,2807,9452,597,4590,13452,13591,57,87,57,12672,5055,30.0
21027,7297,8045,8150,328,385,224,4452,13832,1520,3880,19816,20061,65,116,65,18451,3456,1.0
21029,28267,30404,31728,898,1902,867,18560,52336,5556,10829,76265,76961,756,1079,756,71468,22033,88.0
21031,5176,5183,5204,144,205,161,2622,8952,740,2678,12729,12835,163,185,163,11533,3025,12.0
21033,5293,4937,5459,218,313,83,2640,9003,870,2287,12680,12826,6,8,6,12060,2451,16.0
21035,14834,15539,16889,326,726,447,12737,23019,2378,5102,37782,38106,2153,2314,2153,34034,8066,18.0
21037,35477,36113,38533,1107,1614,672,24125,61352,5797,10714,90351,91475,2189,2687,2189,82198,7163,634.0
21039,2059,1979,2104,60,154,67,1039,3535,365,754,4922,4984,48,52,48,4639,677,1.0
21041,3988,4361,4190,131,213,124,2304,7087,809,1900,10626,10830,438,448,438,9354,3435,56.0
21043,10487,10887,11400,259,737,552,6610,18393,1532,5159,27006,27326,193,234,193,25421,4547,83.0
21045,6384,6348,6668,180,433,254,3222,11050,958,3133,15786,15954,198,256,198,14453,8321,33.0
21047,25521,29455,26337,1479,1549,910,19272,42158,6211,9049,72705,74159,2244,3565,2244,62578,11495,37.0
21049,14173,13930,14983,349,1089,612,8103,24835,2698,5957,35333,35657,542,836,542,32732,10244,109.0
21051,7707,9441,8127,351,575,366,4336,14919,906,4459,20903,21300,177,233,177,19485,3778,66.0
21053,3858,4045,4161,113,262,180,2288,6967,618,1553,10070,10188,113,128,113,9327,1598,22.0
21055,3755,3728,3748,82,301,186,1766,6476,793,1683,9129,9222,57,76,57,8234,1772,5.0
21057,2743,2683,2900,42,172,79,1542,4782,508,1121,6784,6807,44,44,44,6388,1283,10.0
21059,38536,37403,40816,1109,2380,1125,24695,66181,6752,15025,97077,98173,2217,2692,2217,88475,28077,56.0
21061,4659,5106,5060,67,133,99,2521,8526,859,3048,12042,12105,137,162,137,11207,2787,10.0
21063,2750,3728,2808,105,247,192,1421,5655,376,1483,7640,7725,16,16,16,7254,3824,10.0
21065,5750,5774,6030,146,548,316,2989,10210,841,3878,14310,14476,28,28,28,13554,3394,11.0
21067,125752,123163,129794,4021,4318,2364,91115,199042,17496,34348,304108,308306,27211,29878,27211,254370,41156,726.0
21069,5636,5620,5977,237,316,193,3200,9818,963,2965,14301,14544,36,36,36,12879,4390,37.0
